year,record_scope,row_type,regime,level,entity_id,chgis_sys_id,state_id,state_name,prefecture_id,prefecture_name,county_id,county_name,administrative_name,map_label,is_fief,fief_id,fief_rank,holder_text,uncertain,qiao,longitude,latitude,map_drawn,geometry_status,unmapped_reason,chgis_source,book_page,pdf_page,source_title,source_url
588,yearbook_588,administrative_entity,南陳,county,ch_c0769,42641,ch_s0901,雙州（瀧州）,ch_p0221,開陽郡,ch_c0769,開陽,開陽,開陽,0,,,,0,0,111.611732,22.597128,1,seat,,CHGIS V6,1467,569,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0222,34222,ch_s0901,雙州（瀧州）,ch_p0222,羅陽郡,,,羅陽郡,羅陽郡,0,,,,0,0,111.39912399999999,22.830919000000005,1,seat,,CHGIS V6,1467,569,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0770,42643,ch_s0901,雙州（瀧州）,ch_p0222,羅陽郡,ch_c0770,羅陽,羅陽,羅陽,0,,,,0,0,111.39912399999999,22.830919000000005,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0061,,ch_s0061,石州,,,,,石州,石州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1468,570,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0223,35089,ch_s0061,石州,ch_p0223,永平郡,,,永平郡,永平郡,0,,,,0,0,110.913522,23.378511,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0771,44159,ch_s0061,石州,ch_p0223,永平郡,ch_c0771,夫寧,夫寧,夫寧,0,,,,0,0,110.913522,23.378511,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0772,,ch_s0061,石州,ch_p0223,永平郡,ch_c0772,叔安,叔安,叔安,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0773,,ch_s0061,石州,ch_p0223,永平郡,ch_c0773,盧平,盧平,盧平,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0774,,ch_s0061,石州,ch_p0223,永平郡,ch_c0774,員鄉,員鄉,員鄉,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0775,,ch_s0061,石州,ch_p0223,永平郡,ch_c0775,蘇平,蘇平,蘇平,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0776,,ch_s0061,石州,ch_p0223,永平郡,ch_c0776,逋寧,逋寧,逋寧,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0777,,ch_s0061,石州,ch_p0223,永平郡,ch_c0777,雷鄉,雷鄉,雷鄉,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0778,,ch_s0061,石州,ch_p0223,永平郡,ch_c0778,開城,開城,開城,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0779,,ch_s0061,石州,ch_p0223,永平郡,ch_c0779,毗平,毗平,毗平,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0780,44221,ch_s0061,石州,ch_p0223,永平郡,ch_c0780,武林,武林,武林,0,,,,0,0,110.581725,23.514657999999997,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0781,41098,ch_s0061,石州,ch_p0223,永平郡,ch_c0781,豐城,豐城,豐城,0,,,,0,0,115.74778200060615,28.13088199968324,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0224,35098,ch_s0061,石州,ch_p0224,陰石郡,,,陰石郡,陰石郡,0,,,,0,0,110.55103299999999,22.863588,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0782,44176,ch_s0061,石州,ch_p0224,陰石郡,ch_c0782,陰石,陰石,陰石,0,,,,0,0,110.55103299999999,22.863588,1,seat,,CHGIS V6,1468,570,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0225,34223,ch_s0061,石州,ch_p0225,梁德郡,,,梁德郡,梁德郡,0,,,,0,0,110.938805,22.363495,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0783,42399,ch_s0061,石州,ch_p0225,梁德郡,ch_c0783,梁德,梁德,梁德,0,,,,0,0,110.938805,22.363495,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0226,35090,ch_s0061,石州,ch_p0226,建陵郡,,,建陵郡,建陵郡,0,,,,0,0,110.73590900000002,23.475642999999998,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0784,44165,ch_s0061,石州,ch_p0226,建陵郡,ch_c0784,安基,安基,安基,0,,,,0,0,110.73590900000002,23.475642999999998,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0785,43941,ch_s0061,石州,ch_p0226,建陵郡,ch_c0785,建陵,建陵,建陵,0,,,,0,0,110.22256699999998,24.422616999999995,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0227,,ch_s0061,石州,ch_p0227,永業郡,,,永業郡,永業郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0786,,ch_s0061,石州,ch_p0227,永業郡,ch_c0786,永業,永業,永業,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1469,571,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0062,,ch_s0062,南定州,,,,,南定州,南定州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1469,571,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0228,35064,ch_s0062,南定州,ch_p0228,郁林郡,,,郁林郡,郁林郡,0,,,,0,0,109.64443199999987,22.920840999999903,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0787,44234,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0787,布山,布山,布山,0,,,,0,0,109.92657499999994,23.215335999999976,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0788,44233,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0788,郁林,郁林,郁林,0,,,,0,0,109.64443199999987,22.920840999999903,1,seat,,CHGIS V6,1469,571,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0789,44230,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0789,郁平,郁平,郁平,0,,,,0,0,109.60844399999985,23.099091999999885,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0790,44237,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0790,懷澤,懷澤,懷澤,0,,,,0,0,109.54907799999984,22.84839899999985,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0791,,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0791,馬度,馬度,馬度,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0792,44235,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0792,龍山,龍山,龍山,0,,,,0,0,109.5759429999998,23.20079799999986,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0793,44214,ch_s0062,南定州,ch_p0228,郁林郡,ch_c0793,阿林,阿林,阿林,0,,,,0,0,110.157013,23.156472999999995,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0229,35069,ch_s0062,南定州,ch_p0229,石南郡,,,石南郡,石南郡,0,,,,1,0,109.96424099999999,22.910993999999977,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0230,35067,ch_s0062,南定州,ch_p0230,桂平郡,,,桂平郡,桂平郡,0,,,,0,0,110.02782599999999,23.37969199999999,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0794,44204,ch_s0062,南定州,ch_p0230,桂平郡,ch_c0794,桂平,桂平,桂平,0,,,,0,0,110.06178499999999,23.397278999999994,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0231,35058,ch_s0062,南定州,ch_p0231,寧浦郡,,,寧浦郡,寧浦郡,0,,,,0,0,109.25939899999949,22.67919499999956,1,seat,,CHGIS V6,1470,572,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0795,,ch_s0062,南定州,ch_p0231,寧浦郡,ch_c0795,寧浦,寧浦,寧浦,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1470,572,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0232,35059,ch_s0062,南定州,ch_p0232,簡陽郡,,,簡陽郡,簡陽郡,0,,,,0,0,109.05605299999904,22.645446999999148,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0796,43861,ch_s0062,南定州,ch_p0232,簡陽郡,ch_c0796,簡陽,簡陽,簡陽,0,,,,0,0,109.05605299999904,22.645446999999148,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0233,35060,ch_s0062,南定州,ch_p0233,樂陽郡,,,樂陽郡,樂陽郡,0,,,,0,0,109.41908799999973,22.73931399999976,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0797,,ch_s0062,南定州,ch_p0233,樂陽郡,ch_c0797,平山,平山,平山,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1471,573,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0234,35061,ch_s0062,南定州,ch_p0234,嶺山郡,,,嶺山郡,嶺山郡,0,,,,0,0,108.98439799999878,22.62106299999894,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0798,,ch_s0062,南定州,ch_p0234,嶺山郡,ch_c0798,嶺山,嶺山,嶺山,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1471,573,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0063,34422,ch_s0063,安州,,,,,安州,安州,0,,,,0,0,113.68891900002639,31.263713999986436,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0235,34258,ch_s0063,安州,ch_p0235,宋壽郡,,,宋壽郡,宋壽郡,0,,,,0,0,108.71877499999798,22.072722999997865,1,seat,,CHGIS V6,1471,573,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0799,,ch_s0063,安州,ch_p0235,宋壽郡,ch_c0799,宋壽,宋壽,宋壽,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1472,574,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0236,34268,ch_s0063,安州,ch_p0236,宋廣郡,,,宋廣郡,宋廣郡,0,,,,0,0,108.94867699999888,22.286605999998862,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0800,42565,ch_s0063,安州,ch_p0236,宋廣郡,ch_c0800,宋廣,宋廣,宋廣,0,,,,0,0,108.94867699999888,22.286605999998862,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0237,34259,ch_s0063,安州,ch_p0237,安京郡,,,安京郡,安京郡,0,,,,0,0,108.45258299999547,22.136643999995794,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0801,42654,ch_s0063,安州,ch_p0237,安京郡,ch_c0801,安京,安京,安京,0,,,,0,0,108.45258299999547,22.136643999995794,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0064,,ch_s0064,龍州,,,,,龍州,龍州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1472,574,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0238,35074,ch_s0064,龍州,ch_p0238,馬平郡,,,馬平郡,馬平郡,0,,,,0,0,109.4043959999994,24.309987999999702,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0802,43784,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0802,潭中,潭中,潭中,0,,,,0,0,109.42986299999944,24.279473999999723,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0803,43785,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0803,馬平,馬平,馬平,0,,,,0,0,109.4043959999994,24.309987999999702,1,seat,,CHGIS V6,1472,574,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0804,40228,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0804,建安,建安,建安,0,,,,0,0,118.32378400502766,27.03886399599987,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0805,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0805,始集,始集,始集,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0806,43946,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0806,龍平,龍平,龍平,0,,,,0,0,110.80361200000002,24.169123000000003,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0807,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0807,賓平,賓平,賓平,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0808,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0808,新林,新林,新林,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0809,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0809,綏寧,綏寧,綏寧,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0810,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0810,中胄,中胄,中胄,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0811,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0811,晉平,晉平,晉平,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0812,,ch_s0064,龍州,ch_p0238,馬平郡,ch_c0812,威化,威化,威化,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1473,575,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0065,30297,ch_s0065,崖州,,,,,崖州,崖州,0,,,,0,0,109.20698699999991,19.814141000000006,1,seat,,CHGIS V4,1473,575,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0239,34274,ch_s0065,崖州,ch_p0239,珠崖郡,,,珠崖郡,珠崖郡,0,,,,0,0,109.20698700000057,19.814140999999587,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0813,42474,ch_s0065,崖州,ch_p0239,珠崖郡,ch_c0813,義倫,義倫,義倫,0,,,,0,0,109.20698700000057,19.814140999999587,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0814,42448,ch_s0065,崖州,ch_p0239,珠崖郡,ch_c0814,武德,武德,武德,0,,,,0,0,110.773739,19.759297,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0066,,ch_s0066,宜州,,,,,宜州,宜州,0,,,,1,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1473,575,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0067,34396,ch_s0067,黃州,,,,,黃州,黃州,0,,,,0,0,114.79911800018547,30.84583899989537,1,seat,,CHGIS V6,1473,575,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0240,34269,ch_s0067,黃州,ch_p0240,寧海郡,,,寧海郡,寧海郡,0,,,,0,0,108.05276399999096,21.54997699999025,1,seat,,CHGIS V6,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0815,42553,ch_s0067,黃州,ch_p0240,寧海郡,ch_c0815,安平,安平,安平,0,,,,0,0,108.05276399999096,21.54997699999025,1,seat,,CHGIS V6,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0816,42557,ch_s0067,黃州,ch_p0240,寧海郡,ch_c0816,海平,海平,海平,0,,,,0,0,107.66960499997941,21.446263999979497,1,seat,,CHGIS V6,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0817,42561,ch_s0067,黃州,ch_p0240,寧海郡,ch_c0817,玉山,玉山,玉山,0,,,,0,0,108.45049999999615,21.858882999995874,1,seat,,CHGIS V6,1474,576,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0068,,ch_s0068,利州,,,,,利州,利州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0902,,ch_s0068,利州,ch_p0902,,,,,,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0908,,ch_s0068,利州,ch_p0902,,ch_c0908,金寧,金寧,金寧,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1474,576,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0069,,ch_s0069,明州,,,,,明州,明州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0903,,ch_s0069,明州,ch_p0903,,,,,,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0909,,ch_s0069,明州,ch_p0903,,ch_c0909,交谷,交谷,交谷,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1474,576,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0070,,ch_s0070,交州,,,,,交州,交州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0241,,ch_s0070,交州,ch_p0241,交趾郡,,,交趾郡,交趾郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1474,576,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0818,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0818,龍編,龍編,龍編,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0819,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0819,句漏,句漏,句漏,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0820,44532,ch_s0070,交州,ch_p0241,交趾郡,ch_c0820,武寧,武寧,武寧,0,,,,0,0,108.25395699997114,30.505870999985618,1,seat,,CHGIS V6,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0821,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0821,望海,望海,望海,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0822,40243,ch_s0070,交州,ch_p0241,交趾郡,ch_c0822,吳興,吳興,吳興,0,,,,0,0,118.53625500541654,27.924685994951915,1,seat,,CHGIS V6,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0823,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0823,西於,西於,西於,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0824,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0824,南定,南定,南定,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0825,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0825,曲易,曲易,曲易,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0826,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0826,羸𨻻,羸𨻻,羸𨻻,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0827,,ch_s0070,交州,ch_p0241,交趾郡,ch_c0827,朱鳶,朱鳶,朱鳶,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0242,,ch_s0070,交州,ch_p0242,宋平郡,,,宋平郡,宋平郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0828,,ch_s0070,交州,ch_p0242,宋平郡,ch_c0828,昌國,昌國,昌國,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0243,,ch_s0070,交州,ch_p0243,武平郡,,,武平郡,武平郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0829,,ch_s0070,交州,ch_p0243,武平郡,ch_c0829,武定,武定,武定,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0830,,ch_s0070,交州,ch_p0243,武平郡,ch_c0830,平道,平道,平道,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0831,,ch_s0070,交州,ch_p0243,武平郡,ch_c0831,武興,武興,武興,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0832,,ch_s0070,交州,ch_p0243,武平郡,ch_c0832,根寧,根寧,根寧,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0833,,ch_s0070,交州,ch_p0243,武平郡,ch_c0833,南移,南移,南移,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1475,577,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0071,,ch_s0071,愛州,,,,,愛州,愛州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1476,578,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0244,,ch_s0071,愛州,ch_p0244,九真郡,,,九真郡,九真郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0834,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0834,移風,移風,移風,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0835,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0835,胥浦,胥浦,胥浦,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0836,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0836,日南,日南,日南,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0837,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0837,松原,松原,松原,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0838,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0838,高安,高安,高安,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0839,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0839,吉龐,吉龐,吉龐,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0840,70453,ch_s0071,愛州,ch_p0244,九真郡,ch_c0840,常樂,常樂,常樂,0,,,,0,0,96.23748999504598,40.240550006977514,1,seat,,CHGIS V6,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0841,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0841,津梧,津梧,津梧,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1476,578,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0842,44532,ch_s0071,愛州,ch_p0244,九真郡,ch_c0842,武寧,武寧,武寧,0,,,,0,0,108.25395699997114,30.505870999985618,1,seat,,CHGIS V6,1477,579,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0843,,ch_s0071,愛州,ch_p0244,九真郡,ch_c0843,軍安,軍安,軍安,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1477,579,,
588,yearbook_588,administrative_entity,南陳,state,ch_s0072,,ch_s0072,德州,,,,,德州,德州,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可唯一采用的同名州治点,,1477,579,,
588,yearbook_588,administrative_entity,南陳,prefecture,ch_p0245,,ch_s0072,德州,ch_p0245,九德郡,,,九德郡,九德郡,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名郡治点,,1477,579,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0844,,ch_s0072,德州,ch_p0245,九德郡,ch_c0844,九德,九德,九德,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1477,579,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0845,40847,ch_s0072,德州,ch_p0245,九德郡,ch_c0845,安遠,安遠,安遠,0,,,,0,0,115.39747200030442,25.12054699984673,1,seat,,CHGIS V6,1477,579,,
588,yearbook_588,administrative_entity,南陳,county,ch_c0846,,ch_s0072,德州,ch_p0245,九德郡,ch_c0846,咸驩,咸驩,咸驩,0,,,,0,0,,,0,unmapped,CHGIS 588未找到可采用的同名縣治點,,1477,579,,
